EAN,amount,brand,capacity,category,description,extras,image_url,ingredients,origin,price,seller,storage,title,url,weight
,1 kg,,,"Napoje > Kawy, herbaty, kakao > Kawy","Kawa Pellini Top jest najszlachetniejszą odmianą espresso na rynku polskim. Pellini Top to stuprocentowa arabica, selekcjonowana już w krajach pochodzenia. Kawę Pellini Top cechują następujące właściwości: palona jest powoli w regulowanej temperaturze, chłodzona w sposób naturalny powietrzem; średnia zawartość kofeiny 1,3%; aromatyczna, o wyrafinowanym smaku; posiada certyfikat jakości ISO 9001:2000.",,https://www.carrefour.pl/images/product/350x350/pellini-top-espresso-kawa-1-kg-f7tllh.jpg,,,119.0,Carrefour,,Pellini Top Espresso Kawa 1 kg,https://www.carrefour.pl:443/napoje/kawy-herbaty-kakao/kawy-5u/pellini-top-espresso-kawa-1-kg,
,"0,084 kg",,,"Napoje > Kawy, herbaty, kakao > Kawy","Klasyczna kawa zbożowa ze 100% naturalnych składników.

Od lat towarzyszy nam przy rodzinnym stole, ofiarowując łagodny smak i aromat prażonych ziaren polskich zbóż i cykorii. Razem z wyjątkowymi właściwościami naturalnych składników, w każdej torebce zamykamy magię Waszych wspomnień z dzieciństwa.",,https://www.carrefour.pl/images/product/350x350/anatol-kawa-zbozowa-klasyczna-84-g-20-torebek-6oforg.jpg,"cykoria, <span style='font-weight: bold;'>żyto</span> (50%) - prażone
",,3.09,Carrefour,Przechowywać w suchym i chłodnym miejscu.,Anatol Kawa zbożowa klasyczna 84 g (20 torebek),https://www.carrefour.pl:443/napoje/kawy-herbaty-kakao/kawy-5u/anatol-kawa-zbozowa-klasyczna-84-g-20-torebek,
,"0,25 kg",,,"Napoje > Kawy, herbaty, kakao > Kakao",Daj się uwieść klasycznemu smakowi i aromatowi najwyższej jakości DecoMorreno Chocolatta. Jej delikatna konsystencja zabierze Cię w błogi stan przyjemności. Opakowanie zawiera 10 sugerowanych porcji. ,,https://www.carrefour.pl/images/product/350x350/decomorreno-la-festa-chocolatta-hot-classico-napoj-instant-250-g-10-saszetek-c20rfv.jpg,"cukier, kakao o obniżonej zawartości tłuszczu (15%), serwatka w proszku (z <span style='font-weight: bold;'>mleka</span>), syrop glukozowy, całkowicie utwardzony tłuszcz kokosowy, skrobia, białka <span style='font-weight: bold;'>mleka</span>, sól, aromat, emulgator: lecytyny (z <span style='font-weight: bold;'>soi</span>), stabilizatory: E 340 i E 466
",,9.59,Carrefour,Przechowywać w suchym i chłodnym miejscu.,DecoMorreno La Festa Chocolatta Hot Classico Napój instant 250 g (10 saszetek),https://www.carrefour.pl:443/napoje/kawy-herbaty-kakao/kakao/decomorreno-la-festa-chocolatta-hot-classico-napoj-instant-250-g-10-saszetek,
,"0,07 kg",,,"Napoje > Kawy, herbaty, kakao > Kawy",Doskonały wybór dla miłośników kawy smakowej z wyraźnie wyczuwalnym aromatem karmelu.,,https://www.carrefour.pl/images/product/350x350/tchibo-cafissimo-espresso-caramel-kawa-aromatyzowana-75-g-10-x-75-g-ummc4d.jpg,"kawa palona** mielona (98%), naturalny aromat, **Rainforest Alliance Certified
",,20.19,Carrefour,"Przechowywać w chłodnym, suchym i ciemnym miejscu.","Tchibo Cafissimo Espresso Caramel Kawa palona mielona w kapsułkach 75 g (10 x 7,5 g)",https://www.carrefour.pl:443/napoje/kawy-herbaty-kakao/kawy-5u/tchibo-cafissimo-espresso-caramel-kawa-palona-mielona-w-kapsulkach-75-g-10-x-75-g,
,"0,3 l",,,"Napoje > Soki, nektary i syropy > Owocowe",,,https://www.carrefour.pl/images/product/350x350/dolina-czerska-100-tloczony-sok-z-bio-malin-300-ml-brluep.jpg,"100% sok malinowy
",,9.09,Carrefour,Po otwarciu przechowywać w lodówce i spożyć w ciągu 24h.,Dolina Czerska 100% tłoczony sok z Bio malin 300 ml,https://www.carrefour.pl:443/napoje/soki-nektary-i-syropy/owocowe-p6/dolina-czerska-100-tloczony-sok-z-bio-malin-300-ml,
,"0,18 kg",,,"Napoje > Kawy, herbaty, kakao > Herbaty","Kompozycja czarnych herbat
Inspiracja z Indii
Indyjskie bazary pełne egzotycznych przypraw, kuszą oszałamiającymi aromatami i ekscytującymi smakami.
Lipton Bombay Bazaar to wyjątkowa kompozycja czarnych herbat, powstała ze starannie wyselekcjonowanych młodych listków. 
Jej delikatny, lekko korzenny smak to inspiracja niezwykłymi aromatami rodem z indyjskich bazarów.

Idealna dla tych, którzy pijąc herbatę, chcą wybrać się w daleką podróż po świecie smaków i aromatów.",,https://www.carrefour.pl/images/product/350x350/lipton-bombay-bazaar-herbata-czarna-z-naturalnym-aromatem-180-g-100-torebek-4qdh45.jpg,"herbata czarna*, naturalny aromat, *Certyfikowane Rainforest Alliance
",,17.49,Carrefour,Przechowywać w suchym i ciemnym miejscu.,Lipton Bombay Bazaar Herbata czarna z naturalnym aromatem 180 g (100 torebek),https://www.carrefour.pl:443/napoje/kawy-herbaty-kakao/herbaty-h8/lipton-bombay-bazaar-herbata-czarna-z-naturalnym-aromatem-180-g-100-torebek,
,1 l,,,"Napoje > Soki, nektary i syropy > Owocowe","Nektary Tymbark to idealna propozycja dla miłośników pysznych, soczystych owoców. Dostępne w wielu znanych i lubianych kompozycjach, nasze nektary pozwalają przez cały rok delektować się pysznym owocowym smakiem.

- to porcja smakowitych owoców, które dodają energii i poprawiają samopoczucie na cały dzień
- są bogatym źródłem witamin
- pasują na każdą okazję: do codziennych posiłków, do szkoły i pracy, imprezę czy rodzinnego grilla

Nektar pomarańcza-mandarynka to propozycja dla miłośników naturalnie słodkich kompozycji. Orzeźwiające połączenie najbardziej słonecznych owoców to pyszna dawka witaminy C i harmonijnego smaku.",,https://www.carrefour.pl/images/product/350x350/tymbark-nektar-pomarancza-mandarynka-1-l-m77unb.jpg,"soki z zagęszczonych soków z: mandarynek (50%) i pomarańczy (20%), woda, cukier (D) i/lub syrop glukozowo-fruktozowy (G), regulator kwasowości - kwas cytrynowy, witamina C, D, G - w zależności od użytego składnika: patrz nadruk w górnej części opakowania, Zawartość owoców minimum 70%
",,5.79,Carrefour,Po otwarciu przechowywać w lodówce nie dłużej niż 48 godz.,Tymbark Nektar pomarańcza mandarynka 1 l,https://www.carrefour.pl:443/napoje/soki-nektary-i-syropy/owocowe-p6/tymbark-nektar-pomarancza-mandarynka-1-l,
,"0,04 kg",,,"Napoje > Mleko, napoje mleczne i roślinne > Napoje roślinne",,,https://www.carrefour.pl/images/product/350x350/carrefour-bio-ekologiczna-mieszanka-rodzynek-migdalow-i-morwy-suszonej-40-g-guuar8.jpg,"rodzynki 50%*, MIGDAŁY 25%*, morwa suszona*, olej słonecznikowy*, *- z rolnictwa ekologicznego
<br><br>Alergeny: Może zawierać PISTACJE, ORZECHY WŁOSKIE i ORZECHY LASKOWE.
",,3.89,Carrefour,Przechowywać w temperaturze pokojowej i chronić przed światłem słonecznym.,Carrefour Bio Ekologiczna mieszanka rodzynek migdałów i morwy suszonej 40 g,https://www.carrefour.pl:443/napoje/mleko-napoje-mleczne-i-roslinne/napoje-roslinne/carrefour-bio-ekologiczna-mieszanka-rodzynek-migdalow-i-morwy-suszonej-40-g,
,1 kg,,,"Napoje > Kawy, herbaty, kakao > Kawy","Intensywna i aksamitna
100% arabica
Średnio palona",,https://www.carrefour.pl/images/product/350x350/lavazza-caffe-espresso-kawa-palona-ziarnista-1-kg-kgqgfs.jpg,,,80.49,Carrefour,"Po otwarciu przechowuj kawę w lodówce w szczelnie zamkniętym, nieprzeźroczystym pojemniku.",Lavazza Espresso Italiano Kawa ziarnista palona 1000 g,https://www.carrefour.pl:443/napoje/kawy-herbaty-kakao/kawy-5u/lavazza-espresso-italiano-kawa-ziarnista-palona-1000-g,
,"0,5 kg",,,"Napoje > Kawy, herbaty, kakao > Kawy","Ziarna kawy Barista palone są powoli i delikatnie z wykorzystaniem tradycyjnej metody bębnowej. W tym procesie najlepsze ziarna arabiki uprawianej na wyżynach Ameryki Łacińskiej są wypalane przez 18 minut w obracającym się bębnie. Dzięki temu ziarna mają więcej czasu na wydobycie swojego niepowtarzalnego charakteru. Długi czas palenia zmniejsza kwaskowatość i zapewnia łagodny smak. Owocowa i delikatna, łagodny smak o wyrazistej nucie owocowej.",,https://www.carrefour.pl/images/product/350x350/tchibo-barista-caffe-crema-kawa-palona-ziarnista-500-g-hm459m.jpg,,,29.99,Carrefour,"Po otwarciu, kawę przechowywać w szczelnie zamkniętym pojemniku, w suchym i chłodnym miejscu. ",Tchibo Barista Caffè Crema Kawa palona ziarnista 500 g,https://www.carrefour.pl:443/napoje/kawy-herbaty-kakao/kawy-5u/tchibo-barista-caffe-crema-kawa-palona-ziarnista-500-g,
,"0,2 l",,,"Napoje > Kawy, herbaty, kakao > Herbaty","Esencja zdrowia
Trawienie to esencja ziół znanych ze swoich prozdrowotnych właściwości. Kompozycja mięty, kopru i kminku korzystnie wpływa na pracę jelit i żołądka, usuwa uczucie pełności i wzdęcia oraz wspomaga wydzielanie soków trawiennych.

Liść mięty pieprzowej wspomaga procesy trawienne i pracę jelit, przyczyniając się do prawidłowego funkcjonowania układu pokarmowego.
Owoc kminku przyczynia się do zwiększenia wydzielania soków trawiennych, dzięki czemu poprawia funkcje trawienne.
Owoc kopru włoskiego pomaga usunąć uczucie pełności i wzdęcia, wpływa korzystnie na procesy trawienne, przyczyniając się do prawidłowego funkcjonowania układu pokarmowego.

Zrównoważona i zróżnicowana dieta oraz zdrowy styl życia są podstawą zapewnienia prawidłowego funkcjonowania organizmu.",,https://www.carrefour.pl/images/product/350x350/herbapol-zielnik-polski-trawienie-syrop-owocowoziolowy-200-ml-9p6m76.jpg,"cukier, woda, zagęszczony sok jabłkowy, ekstrakt z liści mięty pieprzowej (1,54%), ekstrakt z owoców kopru włoskiego (1,45%), ekstrakt z owoców kminku (0,5%), regulator kwasowości: kwas cytrynowy
",,14.99,Carrefour,"Syrop przechowywać w temperaturze pokojowej, chronić przed światłem. Po otwarciu przechowywać w lodówce nie dłużej niż 2 tygodnie.",Herbapol Zielnik Polski Trawienie Syrop owocowo-ziołowy 200 ml,https://www.carrefour.pl:443/napoje/kawy-herbaty-kakao/herbaty-h8/herbapol-zielnik-polski-trawienie-syrop-owocowoziolowy-200-ml,
,"1,5 l",,,Napoje > Wody > Gazowane,"Niegazowana woda Nestlé Pure Life to wysokiej jakości woda źródlana z polskiego źródła. Jakość wody Nestlé Pure Life jest kontrolowana od momentu wydobycia, aż do momentu wysłania do klienta. Woda polecana jest przez Instytut Matki i Dziecka i nadaje się do spożycia na co dzień. Może być spożywana przez kobiety w ciąży i dzieci powyżej 1. roku życia. Dostępna w formacie: 0,33 l; 0,5 l; 1,5 l; oraz pod nazwą „Bystrzacha” w formacie 0,5 l z myślą o dzieciach w wieku od 7 do 12 lat z wygodnym, sportowym korkiem.",,https://www.carrefour.pl/images/product/350x350/nestle-pure-life-woda-zrodlana-gazowana-15-l-cb5l54.jpg,,,2.09,Carrefour,"Przechowywać w miejscu czystym, suchym, zacienionym, bez obcych zapachów. Chronić przed przemrożeniem.","Nestlé Pure Life Woda źródlana gazowana 1,5 l",https://www.carrefour.pl:443/napoje/wody/gazowane/nestle-pure-life-woda-zrodlana-gazowana-15-l,
,"0,5 kg",,,"Napoje > Kawy, herbaty, kakao > Kawy","Espresso Milano Style to perfekcyjna mieszanka ziaren 100% Tchibo Arabiki. Dzięki specjalnemu procesowi palenia kawy Tchibo, nabiera ona delikatnie owocowego charakteru z nutką gorzkiej czekolady, która doskonale podkreśla smak typowy dla północnych Włoch, z delikatną aksamitną pianką.

Kawa jak z kawiarni w Twoim domu: Espresso, Cappuccino, Latte Macchiato",,https://www.carrefour.pl/images/product/350x350/tchibo-espresso-milano-style-elegant-roast-kawa-palona-ziarnista-500-g-6l1a6v.jpg,,,47.59,Carrefour,"Po otwarciu, kawę przechowywać w szczelnie zamkniętym pojemniku, w suchym i chłodnym miejscu.",Tchibo Espresso Milano Style Elegant Roast Kawa palona ziarnista 500 g,https://www.carrefour.pl:443/napoje/kawy-herbaty-kakao/kawy-5u/tchibo-espresso-milano-style-elegant-roast-kawa-palona-ziarnista-500-g,
,"0,85 l",,,"Napoje > Napoje gazowane i niegazowane > Lemoniada, oranżada, toniki","Napój gazowany o orzeźwiającym, cytrynowo-limonkowym smaku.
",,https://www.carrefour.pl/images/product/350x350/7up-napoj-gazowany-085-l-onihdp.jpg,"woda, cukier, dwutlenek węgla, kwasy (kwas cytrynowy, kwas jabłkowy), aromat, regulator kwasowości (cytryniany sodu), substancja słodząca (glikozydy stewiolowe)
",,3.79,Carrefour,Przechowywać w chłodnym i suchym miejscu. Chronić przed działaniem promieni słonecznych i przemarzaniem. ,"7UP Napój gazowany 0,85 l",https://www.carrefour.pl:443/napoje/napoje-gazowane-i-niegazowane/lemoniada-oranzada-toniki/7up-napoj-gazowany-085-l,
,"0,1 kg",,,"Napoje > Kawy, herbaty, kakao > Kawy","Kawa rozpuszczalna Woseba Mocca Fix Gold to specjalnie dobrana mieszanka wysokiej jakości kaw.
Mocca Fix Gold jest doskonałą kawą rozpuszczalną dla tych, którzy ponad wszystko cenią sobie zdecydowany, mocny smak i wygodę przygotowania.

Kawa rozpuszczalna jest otrzymywana w 100% z ziaren kawy.",,https://www.carrefour.pl/images/product/350x350/woseba-mocca-fix-gold-kawa-rozpuszczalna-100-g-pir21g.jpg,,,15.79,Carrefour,"Przechowywać w suchym i chłodnym miejscu, w szczelnie zamkniętym słoiku.",Woseba Mocca Fix Gold Kawa rozpuszczalna 100 g,https://www.carrefour.pl:443/napoje/kawy-herbaty-kakao/kawy-5u/woseba-mocca-fix-gold-kawa-rozpuszczalna-100-g,
,"0,4 kg",,,"Napoje > Mleko, napoje mleczne i roślinne > Napoje mleczne, kawowe",,,https://www.carrefour.pl/images/product/350x350/bieluch-kefir-400-g-mjfd45.jpg,"<span style='font-weight: bold;text-decoration: underline;'>mleko</span>, żywe kultury bakterii i drożdży kefirowych
",,1.69,Carrefour,Przechowywać w temperaturze 0°C do 8°C.,Bieluch Kefir 400 g,https://www.carrefour.pl:443/napoje/mleko-napoje-mleczne-i-roslinne/napoje-mleczne-kawowe/bieluch-kefir-400-g,
,1 l,,,"Napoje > Soki, nektary i syropy > Owocowe","W owocach najbardziej kochamy ich naturalnie pyszny smak i bogactwo witamin. Dlatego sok Tymbark 100% tłoczymy bezpośrednio najlepszych odmian jabłek z polskich sadów.
Sok 100% tłoczony to prosty sposób, by cieszyć się naturalnym smakiem owoców i zadbać o swoje zdrowie:

- stanowi bogate źródło witaminy C, która wspiera odporność organizmu i pomaga chronić układ krwionośny
- zawiera liczne polifenole - cenne antyoksydanty o działaniu przeciwmiażdżycowym, przeciwnowotworowym i spowalniającym starzenie
- jest źródłem witamin także zimą i wczesną wiosną
- dzięki temu, że zawiera naturalny miąższ z owoców, stanowi cenne źródło błonnika

Champion to znana i lubiana odmiana jabłek, ceniona za swój smak i piękny, czerwony kolor. Aby uchwycić to, co w nich najlepsze, do tłoczenia soku wybieramy słodkie i aromatyczne owoce wprost z grójeckich sadów.",,https://www.carrefour.pl/images/product/350x350/tymbark-sok-100-tloczony-z-jablek-champion-1-l-90iu4u.jpg,"sok jabłkowy 100% w tym sok z jabłek Champion (70%), witamina C
",,5.89,Carrefour,Po otwarciu przechowywać w lodówce nie dłużej niż 48 godzin.,Tymbark Sok 100% tłoczony z jabłek Champion 1 l,https://www.carrefour.pl:443/napoje/soki-nektary-i-syropy/owocowe-p6/tymbark-sok-100-tloczony-z-jablek-champion-1-l,
,"0,5 l",,,Napoje > Wody > Gazowane,"Żywiec Zdrój ze smakiem owoców to połączenie wysokiej jakości, krystalicznej górskiej wody i pysznego smaku owoców pochodzącego z naturalnych aromatów. Żywiec Zdrój ze smakiem owoców, to niskokaloryczny napój, który nie zawiera konserwantów ani barwników, a jego owocowy smak zawdzięcza wyłącznie naturalnym aromatom. Produkt stworzony na bazie krystalicznej, górskiej wody źródlanej, w czterech atrakcyjnych dla dzieci wariantach smakowych, zamknięty jest w poręcznej butelce o pojemności 0,5l Poznaj niezwykłych bohaterów na etykiecie produktów z dziecięcej serii Żywiec Zdrój ze smakiem owoców!",,https://www.carrefour.pl/images/product/350x350/zywiec-zdroj-napoj-niegazowany-smak-hiper-brzoskwiniowy-500-ml-2lg8aq.jpg,"woda źródlana 95%, cukier, regulator kwasowości: kwas cytrynowy, naturalny aromat brzoskwiniowy z innymi naturalnymi aromatami",,2.99,Carrefour,Przechowywać w chłodnym i zaciemnionym miejscu. Chronić przed działaniem promieni słonecznych i przemrożeniem. Po otwarciu przechowywać w lodówce i spożyć w ciągu 48 godzin.,Żywiec Zdrój Napój niegazowany smak hiper-brzoskwiniowy 500 ml,https://www.carrefour.pl:443/napoje/wody/gazowane/zywiec-zdroj-napoj-niegazowany-smak-hiper-brzoskwiniowy-500-ml,
,"0,25 kg",,,"Napoje > Kawy, herbaty, kakao > Kawy",,,https://www.carrefour.pl/images/product/350x350/carrefour-kawa-z-peru-odmiany-arabika-mielona-250-g-erlve8.jpg,"kawa z Peru odmiany Arabika, palona, mielona
",,9.99,Carrefour,"Przechowywać w suchym i chłodnym miejscu, z dala od źródeł ciepła i wilgoci. Dla lepszego zachowania aromatów kawy, dobrze zamknij opakowanie i trzymaj je najlepiej, w lodówce w hermetycznym pudełku.",Carrefour Kawa z Peru odmiany Arabika mielona 250 g,https://www.carrefour.pl:443/napoje/kawy-herbaty-kakao/kawy-5u/carrefour-kawa-z-peru-odmiany-arabika-mielona-250-g,
,"0,5 l",,,"Napoje > Soki, nektary i syropy > Owocowe",,,https://www.carrefour.pl/images/product/350x350/pure-plus-premium-my-aloe-mango-napoj-z-aloesem-500-ml-1limt6.jpg,"woda, sok z cząstkami miąższu aloesu 30%, cukier trzcinowy, aromaty, koncentrat soku z mango 0,1%, regulatory kwasowości: kwas cytrynowy, mleczan wapnia, cytryniany sodu, przeciwutleniacz: kwas askorbinowy, barwnik: karoteny, stabilizator: guma gellan
",,6.09,Carrefour,Po otwarciu przechowywać w lodówce nie dłużej niż 3 dni.,Pure Plus Premium My Aloe Napój z aloesem o smaku mango 500 ml,https://www.carrefour.pl:443/napoje/soki-nektary-i-syropy/owocowe-p6/pure-plus-premium-my-aloe-napoj-z-aloesem-o-smaku-mango-500-ml,
,1 szt.,,,"Napoje > Kawy, herbaty, kakao > Herbaty","Pu-Erh & Grejpfrut
Herbata czerwona owocowa

Wyjątkowe połączenia herbaty czerwonej o oryginalnym, niepowtarzalnym smaku ze starannie dobranymi owocami sprawia, że odnajdziesz chwilę prawdziwej owocowej przyjemności i na nowo odkryjesz smak herbaty czerwonej.
Spróbuj i zanurz się w świecie owocowych inspiracji!
Tyle przyjemności i tak mało Kalorii!",,https://www.carrefour.pl/images/product/350x350/vitax-inspirations-herbata-czerwona-aromatyzowana-pu-erh-grejpfrut-39-g-30-x-13-g-7v8gar.jpg,"herbata Pu-Erh (92,2%), aromaty, kwas cytrynowy - regulator kwasowości, skórka grejpfruta (0,5%)
",,4.15,Carrefour,"Przechowywać w chłodnym, suchym miejscu.","Vitax Inspirations Herbata czerwona aromatyzowana Pu-erh & grejpfrut 39 g (30 x 1,3 g)",https://www.carrefour.pl:443/napoje/kawy-herbaty-kakao/herbaty-h8/vitax-inspirations-herbata-czerwona-aromatyzowana-pu-erh-grejpfrut-39-g-30-x-13-g,
,"0,43 l",,,"Napoje > Soki, nektary i syropy > Syropy",,,https://www.carrefour.pl/images/product/350x350/syrop-babci-jadzi-malina-420-ml-84oiu8.jpg,"sok malinowy z polskich upraw 50% z zagęszczonego soku malinowego, cukier, woda, regulator kwasowości: kwas cytrynowy
",,11.49,Carrefour,"Przechowywać w suchym, chłodnym i zacienionym miejscu w temperaturze powyżej 0°C.<br><br>Zmętnienie syropu spowodowane jest występowaniem dużej ilości składników naturalnych i nie stanowi wady produktu.",Syrop babci Jadzi malina 420 ml,https://www.carrefour.pl:443/napoje/soki-nektary-i-syropy/syropy/syrop-babci-jadzi-malina-420-ml,
,"0,5 l",,,Napoje > Wody > Niegazowane,"Pochodzenie
Naturalna woda mineralna z regionu Pienin i Podhala.

Źródło
Czerpana ze źródeł położonych w otulinie i sąsiedztwie Pienińskiego Parku Narodowego. Kontynuuje ponad 150-letnią tradycję rozlewnictwa wód mineralnych z tego regionu.

Smak
Superior taste Award - Najwyższa nagroda przyznana Kindze Pienińskiej przez Szefów Kuchni oraz Sommelierów z całej Europy (iTQi), za wysoką jakość i wyśmienity smak

Właściwości
Naturalna woda mineralna wysokonasycona dwutlenkiem węgla - powyżej 4000 mg/I CO2. Średniomineralizowana.
Odpowiednia dla diety ubogiej w sód.

Ze źródła: Kinga Pienińska
Otwory: Św. Kinga, Kinga II, SW-1, Zdrój-6, Zdrój-7, Zdrój-9, SW-9
Miejsce wydobywania: Krościenko nad Dunajcem",,https://www.carrefour.pl/images/product/350x350/kinga-pieninska-naturalna-woda-mineralna-niegazowana-niskosodowa-500-ml-vfck6p.jpg,,,1.59,Carrefour,Przechowywać w chłodnym i ciemnym miejscu.,Kinga Pienińska Naturalna woda mineralna niegazowana niskosodowa 500 ml,https://www.carrefour.pl:443/napoje/wody/niegazowane/kinga-pieninska-naturalna-woda-mineralna-niegazowana-niskosodowa-500-ml,
,"0,1 kg",,,"Napoje > Kawy, herbaty, kakao > Herbaty","Liście herbaty Dilmah Ceylon Gold pakujemy w miejscu, gdzie rosły, dzięki czemu kryją w sobie walory świeżości, zachowując naturalny smak i aromat.

W herbatach Dilmah znajdują się tylko młode, ręcznie zebrane z krzewu listki dające najsmaczniejszy napar. Tradycyjną metodą produkcji wydobywamy i zachowujemy ich naturalne walory, a odpowiednim opakowaniem zabezpieczamy to, co w herbacie najlepsze, aż do chwili zaparzenia.",,https://www.carrefour.pl/images/product/350x350/dilmah-ceylon-gold-klasyczna-czarna-herbata-100-g-7n8an7.jpg,"czysta cejlońska czarna herbata (liść BOP), bez dodatków
",,9.59,Carrefour,Przechowywać w chłodnym i suchym miejscu.,Dilmah Ceylon Gold Klasyczna czarna herbata 100 g,https://www.carrefour.pl:443/napoje/kawy-herbaty-kakao/herbaty-h8/dilmah-ceylon-gold-klasyczna-czarna-herbata-100-g,
,"0,1 l",,,"Napoje > Soki, nektary i syropy > Owocowe","Smakowita propozycja od Tymbarku - ulubione musy w doskonałych połączeniach owoców i warzyw. Nowe, oryginalne kompozycje o prostym składzie to idealna i wygodna przekąska między posiłkami, bez dodatku cukru. Spróbuj!

- bez konserwantów
- bez dodatku cukru
- 100% owoców i warzyw
- bogactwo błonnika

Połączenie smaku truskawki i buraka to pewniak, który umili nam dzień w szkole czy w pracy. Mus z warzywami Tymbark jabłko-burak-truskawka to świetny pomysł na zdrową, słodką przekąskę na przerwie.",,https://www.carrefour.pl/images/product/350x350/tymbark-mus-jablko-burak-truskawka-100-g-mabq9c.jpg,"przecier jabłkowy (70%), sok z czerwonych buraków z zagęszczonego soku (20%), przecier truskawkowy (10%)
",,2.39,Carrefour,"Po otwarciu przechowuj w lodówce nie dłużej niż 24 godziny pod warunkiem, że produkt nie był spożywany bezpośrednio z opakowania.",Tymbark Mus jabłko burak truskawka 100 g,https://www.carrefour.pl:443/napoje/soki-nektary-i-syropy/owocowe-p6/tymbark-mus-jablko-burak-truskawka-100-g,
,"0,136 kg",,,"Napoje > Kawy, herbaty, kakao > Herbaty","W Chinach, czy Japonii, spożywanie herbaty zielonej jest głęboko wkomponowane w kulturę. Pierwsze wzmianki o piciu zielonej herbaty pochodzą sprzed 4 tys. lat. Herbata zielona nie jest poddawana procesowi fermentacji, dzięki czemu zachowuje swoją naturalną barwę i smak. Jest polecana zwłaszcza w czasie upałów.",,https://www.carrefour.pl/images/product/350x350/mayo-zielona-herbata-ekspresowa-136-g-80-torebek-qnr3vs.jpg,,,5.89,Carrefour,Przechowywać w suchym miejscu.,Mayo Zielona Herbata ekspresowa 136 g (80 torebek),https://www.carrefour.pl:443/napoje/kawy-herbaty-kakao/herbaty-h8/mayo-zielona-herbata-ekspresowa-136-g-80-torebek,
,1 kg,,,"Napoje > Kawy, herbaty, kakao > Kawy","Espresso Milano Style to perfekcyjna mieszanka ziaren 100% Tchibo Arabiki. Dzięki specjalnemu procesowi palenia kawy Tchibo, nabiera ona delikatnie owocowego charakteru z nutą gorzkiej czekolady, która doskonale podkreśla smak typowy dla północnych Włoch, z delikatną aksamitną pianką (crema). Spróbuj również naszego Espresso Sicilia Style o klasycznym, intensywnym smaku.",,https://www.carrefour.pl/images/product/350x350/tchibo-espresso-milano-style-kawa-palona-ziarnista-1000-g-b6otam.jpg,,,71.39,Carrefour,"Po otwarciu kawę przechowywać w szczelnie zamkniętym pojemniku, w suchym i chłodnym miejscu.",Tchibo Espresso Milano Style Kawa palona ziarnista 1000 g,https://www.carrefour.pl:443/napoje/kawy-herbaty-kakao/kawy-5u/tchibo-espresso-milano-style-kawa-palona-ziarnista-1000-g,
,1 l,,,"Napoje > Mleko, napoje mleczne i roślinne > Napoje mleczne, kawowe",,,https://www.carrefour.pl/images/product/350x350/osm-grodzisk-mazowiecki-latteo-maslanka-grodziska-1000-g-9qoftl.jpg,"<span style='font-weight: bold;'>mleko</span> pasteryzowane, białka <span style='font-weight: bold;'>mleka</span>, żywe kultury bakterii fermentacji mlekowej
",,3.99,Carrefour,Przechowywać w temperaturze od +2°C do +8°C.,OSM Grodzisk Mazowiecki latteó Maślanka grodziska 1000 g,https://www.carrefour.pl:443/napoje/mleko-napoje-mleczne-i-roslinne/napoje-mleczne-kawowe/osm-grodzisk-mazowiecki-latteo-maslanka-grodziska-1000-g,
,"0,5 l",,,"Napoje > Napoje gazowane i niegazowane > Lemoniada, oranżada, toniki","Kinley przekracza granice krajów i kultur, abyś zawsze i wszędzie mógł poczuć przyjemny dreszcz emocji. Każdy kolejny łyk to nowe, wyjątkowe przeżycie.

Zasmakuj przygody razem z Kinley!",,https://www.carrefour.pl/images/product/350x350/kinley-bitter-lemon-napoj-gazowany-500-ml-re1p2q.jpg,"woda, A-cukier lub B-syrop fruktozowo-glukozowy (patrz kod na szyjce butelki lub etykiecie), sok cytrynowy z soku zagęszczonego (3%), dwutlenek węgla, kwas: kwas cytrynowy, naturalne aromaty w tym chinina, stabilizatory: guma akacjowa oraz estry glicerolu i żywicy roślinnej, substancje słodzące: acesulfam K i surkraloza, przeciwutleniacz: kwas askorbinowy, barwnik: karoteny
",,3.49,Carrefour,Przechowywać w chłodnym i suchym miejscu. Chronić przed działaniem promieni słonecznych. Po otwarciu przechowywać w lodówce i spożyć w ciągu 2 dni.<br>Zawartość soku może powodować powstawanie naturalnego osadu.,Kinley Bitter Lemon Napój gazowany 500 ml,https://www.carrefour.pl:443/napoje/napoje-gazowane-i-niegazowane/lemoniada-oranzada-toniki/kinley-bitter-lemon-napoj-gazowany-500-ml,
